datetime	wtr_0.5	wtr_1.0	wtr_1.5	wtr_2.0	wtr_2.5	wtr_3.0	wtr_3.5	wtr_4.0	wtr_4.5	wtr_5.0	wtr_6.0
2024-05-15 10:00:00	16.02	15.8137142857143	15.6618571428571	14.4087142857143	12.0127142857143	9.7775	8.07434285714286	6.77715714285714	5.86674285714286	5.27351428571429	4.62687142857143
2024-05-15 11:00:00	16.3975833333333	16.0074166666667	15.78025	14.4320833333333	11.8889166666667	9.83539166666667	8.04030833333333	6.7388	5.77081666666667	5.25546666666667	4.6643
2024-05-15 12:00:00	16.7154166666667	16.1535	15.8229166666667	14.7225833333333	12.0163333333333	9.76826666666667	8.04009166666667	6.75339166666667	5.84121666666667	5.31090833333333	4.71861666666667
2024-05-15 13:00:00	17.2556666666667	16.2418333333333	15.88725	14.9148333333333	11.9658333333333	9.78829166666667	8.17950833333333	6.74975833333333	5.85873333333333	5.26166666666667	4.652325
2024-05-15 14:00:00	17.6500833333333	16.4176666666667	16.0314166666667	14.6504166666667	12.0668333333333	10.0447666666667	8.10895	6.701875	5.81543333333333	5.3081	4.70575
2024-05-15 15:00:00	17.9796666666667	16.6809166666667	16.1411666666667	14.5553333333333	12.04175	9.91750833333333	8.18065	6.86306666666667	6.00731666666667	5.3525	4.70406666666667
2024-05-15 16:00:00	18.3265	16.7160833333333	16.1338333333333	14.8106666666667	12.2060833333333	9.9824	8.012	6.77290833333333	5.92905833333333	5.32250833333333	4.70316666666667
2024-05-15 17:00:00	18.4344166666667	16.6875833333333	16.1785833333333	14.8429166666667	12.5064166666667	9.73746666666667	8.10611666666667	6.99455833333333	6.06969166666667	5.3683	4.6704
2024-05-15 18:00:00	18.639	16.79775	16.1978333333333	14.7675833333333	12.0639166666667	9.80123333333333	8.41613333333333	6.70330833333333	5.79785	5.30888333333333	4.69915833333333
2024-05-15 19:00:00	18.6301666666667	16.80025	16.26725	14.76775	11.96475	10.1732083333333	8.22576666666667	6.80879166666667	5.88720833333333	5.25934166666667	4.653625
2024-05-15 20:00:00	18.58725	16.7930833333333	16.1926666666667	14.7428333333333	12.3298333333333	9.76818333333333	8.02934166666667	6.87215833333333	5.922525	5.2653	4.67743333333333
